Label,b,step,rho_t
Proportional,1.7,4900,0.96526
Proportional,1.7,5000,0.9654799999999996
Proportional,1.7,5100,0.9655799999999999
Proportional,1.7,5200,0.9650199999999998
Proportional,1.7,5300,0.9670199999999995
Proportional,1.7,5400,0.9676999999999991
Proportional,1.7,5500,0.96672
Proportional,1.7,5600,0.9685999999999999
Proportional,1.7,5700,0.9686199999999993
Proportional,1.7,5800,0.9681199999999995
Proportional,1.7,5900,0.96878
Proportional,1.7,6000,0.9692999999999996
Proportional,1.7,6100,0.9685399999999997
Proportional,1.7,6200,0.9687999999999996
Proportional,1.7,6300,0.9679399999999998
Proportional,1.7,6400,0.9684399999999996
Proportional,1.7,6500,0.9669599999999997
Proportional,1.7,6600,0.9683799999999994
Proportional,1.7,6700,0.9678199999999998
Proportional,1.7,6800,0.9676999999999997
Proportional,1.7,6900,0.9684799999999997
Proportional,1.7,7000,0.9688399999999995
Proportional,1.7,7100,0.9687999999999992
Proportional,1.7,7200,0.9683599999999999
Proportional,1.7,7300,0.9690800000000004
Proportional,1.7,7400,0.9684599999999999
Proportional,1.7,7500,0.9675399999999997
Proportional,1.7,7600,0.9684800000000001
Proportional,1.7,7700,0.9683599999999997
Proportional,1.7,7800,0.9694399999999996
Proportional,1.7,7900,0.9695999999999994
Proportional,1.7,8000,0.9699599999999995
Proportional,1.7,8100,0.9708999999999998
Proportional,1.7,8200,0.9712799999999997
Proportional,1.7,8300,0.9706799999999995
Proportional,1.7,8400,0.9703199999999998
Proportional,1.7,8500,0.9710199999999998
Proportional,1.7,8600,0.9707199999999996
Proportional,1.7,8700,0.9716199999999995
Proportional,1.7,8800,0.9690599999999998
Proportional,1.7,8900,0.9718399999999998
Proportional,1.7,9000,0.9731399999999999
Proportional,1.7,9100,0.9726799999999998
Proportional,1.7,9200,0.9725599999999993
Proportional,1.7,9300,0.9722799999999995
Proportional,1.7,9400,0.9712000000000001
Proportional,1.7,9500,0.9725799999999998
Proportional,1.7,9600,0.9725599999999995
Proportional,1.7,9700,0.9718599999999996
Proportional,1.7,9800,0.9730999999999999
Proportional,1.7,9900,0.9737799999999995
Proportional,1.7,10000,0.9731599999999994
Proportional,1.7,10100,0.9752399999999998
Proportional,1.7,10200,0.9726799999999999
Proportional,1.7,10300,0.9735799999999997
Proportional,1.7,10400,0.9731000000000001
Proportional,1.7,10500,0.9727999999999999
Proportional,1.7,10600,0.9743999999999999
Proportional,1.7,10700,0.9754999999999998
Proportional,1.7,10800,0.9741199999999998
Proportional,1.7,10900,0.9751999999999998
Proportional,1.7,11000,0.9760999999999997
Proportional,1.7,11100,0.97698
Proportional,1.7,11200,0.9764000000000003
Proportional,1.7,11300,0.9761599999999997
Proportional,1.7,11400,0.9764999999999993
Proportional,1.7,11500,0.9765399999999994
Proportional,1.7,11600,0.9759200000000001
Proportional,1.7,11700,0.9769199999999993
Proportional,1.7,11800,0.9770599999999999
Proportional,1.7,11900,0.9769399999999994
Proportional,1.7,12000,0.9784599999999997
Proportional,1.7,12100,0.9792399999999997
Proportional,1.7,12200,0.9797599999999995
Proportional,1.7,12300,0.9800599999999998
Proportional,1.7,12400,0.9804599999999999
Proportional,1.7,12500,0.9798600000000001
Proportional,1.7,12600,0.9796199999999996
Proportional,1.7,12700,0.9790800000000002
Proportional,1.7,12800,0.9788599999999998
Proportional,1.7,12900,0.9793199999999999
Proportional,1.7,13000,0.9777199999999995
Proportional,1.7,13100,0.9772799999999998
Proportional,1.7,13200,0.9759999999999995
Proportional,1.7,13300,0.9785599999999994
Proportional,1.7,13400,0.9782400000000001
Proportional,1.7,13500,0.9778999999999998
Proportional,1.7,13600,0.9782199999999996
Proportional,1.7,13700,0.9776799999999995
Proportional,1.7,13800,0.9792799999999997
Proportional,1.7,13900,0.9783599999999995
Proportional,1.7,14000,0.9786000000000001
Proportional,1.7,14100,0.9791399999999997
Proportional,1.7,14200,0.9780599999999998
Proportional,1.7,14300,0.9773399999999997
Proportional,1.7,14400,0.9788000000000001
Proportional,1.7,14500,0.9788199999999996
Proportional,1.7,14600,0.9789399999999998
Proportional,1.7,14700,0.9786999999999999
Proportional,1.7,14800,0.9780399999999997
Proportional,1.7,14900,0.9790799999999996
Proportional,1.7,15000,0.9772599999999998
Proportional,1.7,15100,0.9785999999999995
Proportional,1.7,15200,0.9795199999999998
Proportional,1.7,15300,0.97974
Proportional,1.7,15400,0.9794199999999996
Proportional,1.7,15500,0.9789600000000002
Proportional,1.7,15600,0.9769399999999999
Proportional,1.7,15700,0.9788400000000002
Proportional,1.7,15800,0.9799999999999998
Proportional,1.7,15900,0.9803399999999997
Proportional,1.7,16000,0.9795799999999999
Proportional,1.7,16100,0.9803599999999999
Proportional,1.7,16200,0.9799000000000001
Proportional,1.7,16300,0.9806999999999995
Proportional,1.7,16400,0.9811399999999998
Proportional,1.7,16500,0.9802399999999998
Proportional,1.7,16600,0.9803599999999995
Proportional,1.7,16700,0.9804399999999996
Proportional,1.7,16800,0.9793799999999997
Proportional,1.7,16900,0.9806399999999997
Proportional,1.7,17000,0.9802999999999997
Proportional,1.7,17100,0.9807599999999997
Proportional,1.7,17200,0.98054
Proportional,1.7,17300,0.9808600000000002
Proportional,1.7,17400,0.9812199999999998
Proportional,1.7,17500,0.9812799999999996
Proportional,1.7,17600,0.9816599999999994
Proportional,1.7,17700,0.9812600000000002
Proportional,1.7,17800,0.9815400000000001
Proportional,1.7,17900,0.98102
Proportional,1.7,18000,0.9820599999999997
Proportional,1.7,18100,0.9812599999999999
Proportional,1.7,18200,0.98142
Proportional,1.7,18300,0.9820599999999999
Proportional,1.7,18400,0.9823599999999998
Proportional,1.7,18500,0.9819199999999998
Proportional,1.7,18600,0.9830599999999999
Proportional,1.7,18700,0.98216
Proportional,1.7,18800,0.9823400000000001
Proportional,1.7,18900,0.9820599999999999
Proportional,1.7,19000,0.9826199999999998
Proportional,1.7,19100,0.9821399999999997
Proportional,1.7,19200,0.9819
Proportional,1.7,19300,0.9818799999999993
Proportional,1.7,19400,0.9802200000000001
Proportional,1.7,19500,0.9807999999999999
Proportional,1.7,19600,0.9817
Proportional,1.7,19700,0.9824799999999999
Proportional,1.7,19800,0.9825400000000001
Proportional,1.7,19900,0.9824399999999999
Proportional,1.7,20000,0.9818599999999996
Proportional,1.7,20100,0.9823800000000005
Proportional,1.7,20200,0.9821999999999997
Proportional,1.7,20300,0.9822799999999999
Proportional,1.7,20400,0.9827999999999999
Proportional,1.7,20500,0.9832
Proportional,1.7,20600,0.98378
Proportional,1.7,20700,0.9825199999999998
Proportional,1.7,20800,0.98298
Proportional,1.7,20900,0.9835800000000002
Proportional,1.7,21000,0.9836399999999998
Proportional,1.7,21100,0.9832599999999999
Proportional,1.7,21200,0.9837599999999999
Proportional,1.7,21300,0.98304
Proportional,1.7,21400,0.9826999999999999
Proportional,1.7,21500,0.9833999999999997
Proportional,1.7,21600,0.9838399999999997
Proportional,1.7,21700,0.9848199999999997
Proportional,1.7,21800,0.9834599999999998
Proportional,1.7,21900,0.98472
Proportional,1.7,22000,0.9856199999999997
Proportional,1.7,22100,0.98464
Proportional,1.7,22200,0.9851399999999997
Proportional,1.7,22300,0.9845799999999997
Proportional,1.7,22400,0.98456
Proportional,1.7,22500,0.9854999999999997
Proportional,1.7,22600,0.9858799999999995
Proportional,1.7,22700,0.98536
Proportional,1.7,22800,0.9856799999999997
Proportional,1.7,22900,0.9849399999999996
Proportional,1.7,23000,0.9867999999999999
Proportional,1.7,23100,0.9854999999999999
Proportional,1.7,23200,0.9858199999999998
Proportional,1.7,23300,0.9850999999999998
Proportional,1.7,23400,0.9860199999999998
Proportional,1.7,23500,0.9869399999999999
Proportional,1.7,23600,0.9862799999999996
Proportional,1.7,23700,0.9849000000000001
Proportional,1.7,23800,0.9849
Proportional,1.7,23900,0.9856799999999997
Proportional,1.7,24000,0.98458
Proportional,1.7,24100,0.9851999999999999
Proportional,1.7,24200,0.9856199999999999
Proportional,1.7,24300,0.9856799999999999
Proportional,1.7,24400,0.9867999999999998
Proportional,1.7,24500,0.9864600000000001
Proportional,1.7,24600,0.9865599999999998
Proportional,1.7,24700,0.9861799999999996
Proportional,1.7,24800,0.98638
Proportional,1.7,24900,0.9865599999999999
Proportional,1.7,25000,0.9860799999999997
Proportional,1.7,25100,0.9861399999999999
Proportional,1.7,25200,0.98592
Proportional,1.7,25300,0.9865
Proportional,1.7,25400,0.9885799999999999
Proportional,1.7,25500,0.98744
Proportional,1.7,25600,0.9873999999999998
Proportional,1.7,25700,0.9871800000000001
Proportional,1.7,25800,0.9878399999999999
Proportional,1.7,25900,0.9872399999999996
Proportional,1.7,26000,0.9870599999999996
Proportional,1.7,26100,0.9871999999999999
Proportional,1.7,26200,0.9878199999999999
Proportional,1.7,26300,0.9880199999999997
Proportional,1.7,26400,0.9878599999999997
Proportional,1.7,26500,0.9878399999999998
Proportional,1.7,26600,0.9873999999999999
Proportional,1.7,26700,0.9863799999999996
Proportional,1.7,26800,0.9869399999999997
Proportional,1.7,26900,0.9866399999999997
Proportional,1.7,27000,0.9868399999999998
Proportional,1.7,27100,0.9861999999999996
Proportional,1.7,27200,0.9865600000000001
Proportional,1.7,27300,0.9864400000000001
Proportional,1.7,27400,0.9877400000000001
Proportional,1.7,27500,0.9873599999999999
Proportional,1.7,27600,0.9879600000000001
Proportional,1.7,27700,0.9885999999999998
Proportional,1.7,27800,0.9885399999999999
Proportional,1.7,27900,0.9877399999999998
Proportional,1.7,28000,0.9892800000000003
Proportional,1.7,28100,0.9894799999999997
Proportional,1.7,28200,0.9902799999999999
Proportional,1.7,28300,0.9887999999999997
Proportional,1.7,28400,0.9885400000000001
Proportional,1.7,28500,0.9892799999999998
Proportional,1.7,28600,0.9888999999999997
Proportional,1.7,28700,0.9888999999999999
Proportional,1.7,28800,0.9889399999999998
Proportional,1.7,28900,0.9885199999999997
Proportional,1.7,29000,0.9888800000000001
Proportional,1.7,29100,0.9891
Proportional,1.7,29200,0.9892599999999997
Proportional,1.7,29300,0.9888999999999999
Proportional,1.7,29400,0.9896999999999998
Proportional,1.7,29500,0.9893599999999999
Proportional,1.7,29600,0.9886800000000002
Proportional,1.7,29700,0.98914
Proportional,1.7,29800,0.9885399999999998
Proportional,1.7,29900,0.9888399999999998
Proportional,1.75,0,0.49890000000000007
Proportional,1.75,100,0.3545
Proportional,1.75,200,0.4656799999999999
Proportional,1.75,300,0.5352600000000001
Proportional,1.75,400,0.5940200000000001
Proportional,1.75,500,0.6406800000000001
Proportional,1.75,600,0.6810800000000001
Proportional,1.75,700,0.71904
Proportional,1.75,800,0.7553
Proportional,1.75,900,0.7854800000000001
Proportional,1.75,1000,0.80324
Proportional,1.75,1100,0.8161400000000001
Proportional,1.75,1200,0.8340600000000002
Proportional,1.75,1300,0.8532200000000002
Proportional,1.75,1400,0.8681600000000002
Proportional,1.75,1500,0.8847799999999998
Proportional,1.75,1600,0.8921800000000001
Proportional,1.75,1700,0.9012799999999999
Proportional,1.75,1800,0.90994
Proportional,1.75,1900,0.9142000000000003
Proportional,1.75,2000,0.9211800000000001
Proportional,1.75,2100,0.9235000000000003
Proportional,1.75,2200,0.9240999999999991
Proportional,1.75,2300,0.9271999999999998
Proportional,1.75,2400,0.9325799999999999
Proportional,1.75,2500,0.9347999999999991
Proportional,1.75,2600,0.9372400000000001
Proportional,1.75,2700,0.9381999999999998
Proportional,1.75,2800,0.9385999999999997
Proportional,1.75,2900,0.9397599999999998
Proportional,1.75,3000,0.9412600000000003
Proportional,1.75,3100,0.9416799999999995
Proportional,1.75,3200,0.942419999999999
Proportional,1.75,3300,0.9425199999999998
Proportional,1.75,3400,0.9422799999999998
Proportional,1.75,3500,0.9426999999999999
Proportional,1.75,3600,0.9448199999999999
Proportional,1.75,3700,0.9452200000000001
Proportional,1.75,3800,0.9454199999999999
Proportional,1.75,3900,0.9470400000000001
Proportional,1.75,4000,0.9484
Proportional,1.75,4100,0.9495599999999995
Proportional,1.75,4200,0.9496399999999998
Proportional,1.75,4300,0.9504999999999998
Proportional,1.75,4400,0.9504800000000003
Proportional,1.75,4500,0.9506399999999994
Proportional,1.75,4600,0.9509599999999995
Proportional,1.75,4700,0.9526399999999994
Proportional,1.75,4800,0.9531599999999999
Proportional,1.75,4900,0.9512799999999999
Proportional,1.75,5000,0.9547999999999994
Proportional,1.75,5100,0.9549599999999998
Proportional,1.75,5200,0.95428
Proportional,1.75,5300,0.9549399999999999
Proportional,1.75,5400,0.9547799999999996
Proportional,1.75,5500,0.9531399999999999
Proportional,1.75,5600,0.953119999999999
Proportional,1.75,5700,0.9518999999999999
Proportional,1.75,5800,0.9536999999999999
Proportional,1.75,5900,0.9545199999999997
Proportional,1.75,6000,0.9526800000000002
Proportional,1.75,6100,0.9523199999999996
Proportional,1.75,6200,0.9529999999999998
Proportional,1.75,6300,0.9541199999999992
Proportional,1.75,6400,0.9547199999999999
Proportional,1.75,6500,0.9534799999999993
Proportional,1.75,6600,0.9545399999999991
Proportional,1.75,6700,0.9544799999999997
Proportional,1.75,6800,0.9551399999999997
Proportional,1.75,6900,0.9558199999999998
Proportional,1.75,7000,0.9535800000000001
Proportional,1.75,7100,0.9547799999999995
Proportional,1.75,7200,0.9544800000000003
Proportional,1.75,7300,0.9554800000000001
Proportional,1.75,7400,0.9549799999999995
Proportional,1.75,7500,0.95454
Proportional,1.75,7600,0.9555599999999997
Proportional,1.75,7700,0.9557599999999996
Proportional,1.75,7800,0.9564399999999997
Proportional,1.75,7900,0.95536
Proportional,1.75,8000,0.95458
Proportional,1.75,8100,0.9538599999999995
Proportional,1.75,8200,0.9546399999999997
Proportional,1.75,8300,0.9548599999999995
Proportional,1.75,8400,0.9538599999999999
Proportional,1.75,8500,0.9567199999999997
Proportional,1.75,8600,0.9563199999999991
Proportional,1.75,8700,0.9559399999999999
Proportional,1.75,8800,0.9553799999999997
Proportional,1.75,8900,0.9546399999999996
Proportional,1.75,9000,0.9541200000000002
Proportional,1.75,9100,0.9552799999999997
Proportional,1.75,9200,0.9551199999999997
Proportional,1.75,9300,0.9559599999999995
Proportional,1.75,9400,0.9568999999999999
Proportional,1.75,9500,0.9555999999999994
Proportional,1.75,9600,0.9550399999999999
Proportional,1.75,9700,0.9550999999999995
Proportional,1.75,9800,0.9557799999999999
Proportional,1.75,9900,0.9551399999999997
Proportional,1.75,10000,0.9558399999999999
Proportional,1.75,10100,0.9538400000000001
Proportional,1.75,10200,0.9537399999999999
Proportional,1.75,10300,0.9549999999999994
Proportional,1.75,10400,0.9526199999999997
Proportional,1.75,10500,0.9545200000000003
Proportional,1.75,10600,0.9536999999999998
Proportional,1.75,10700,0.9532999999999997
Proportional,1.75,10800,0.9530800000000003
Proportional,1.75,10900,0.9548199999999997
Proportional,1.75,11000,0.9544400000000003
Proportional,1.75,11100,0.9555799999999993
Proportional,1.75,11200,0.9553399999999996
Proportional,1.75,11300,0.9558199999999999
Proportional,1.75,11400,0.9566399999999996
Proportional,1.75,11500,0.9584400000000001
Proportional,1.75,11600,0.9558600000000002
Proportional,1.75,11700,0.9565
Proportional,1.75,11800,0.95522
Proportional,1.75,11900,0.9571
Proportional,1.75,12000,0.9556999999999995
Proportional,1.75,12100,0.9565999999999996
Proportional,1.75,12200,0.9565799999999995
Proportional,1.75,12300,0.9556799999999994
Proportional,1.75,12400,0.9567999999999997
Proportional,1.75,12500,0.9580199999999995
Proportional,1.75,12600,0.9575599999999999
Proportional,1.75,12700,0.9574000000000001
Proportional,1.75,12800,0.9553799999999996
Proportional,1.75,12900,0.95614
Proportional,1.75,13000,0.9556800000000001
Proportional,1.75,13100,0.9557999999999999
Proportional,1.75,13200,0.9567
Proportional,1.75,13300,0.9571400000000001
Proportional,1.75,13400,0.9567599999999995
Proportional,1.75,13500,0.9583599999999997
Proportional,1.75,13600,0.9567999999999997
Proportional,1.75,13700,0.9579599999999994
Proportional,1.75,13800,0.95612
Proportional,1.75,13900,0.9566799999999996
Proportional,1.75,14000,0.9565799999999998
Proportional,1.75,14100,0.9577599999999997
Proportional,1.75,14200,0.9572599999999997
Proportional,1.75,14300,0.9566399999999995
Proportional,1.75,14400,0.9584199999999998
Proportional,1.75,14500,0.9576600000000001
Proportional,1.75,14600,0.9579199999999998
Proportional,1.75,14700,0.9588599999999999
Proportional,1.75,14800,0.9577199999999995
Proportional,1.75,14900,0.9573399999999996
Proportional,1.75,15000,0.9580799999999999
Proportional,1.75,15100,0.9558800000000002
Proportional,1.75,15200,0.9558599999999997
Proportional,1.75,15300,0.95656
Proportional,1.75,15400,0.9554799999999999
Proportional,1.75,15500,0.95744
Proportional,1.75,15600,0.9578200000000002
Proportional,1.75,15700,0.9583799999999991
Proportional,1.75,15800,0.9596199999999999
Proportional,1.75,15900,0.9606599999999996
Proportional,1.75,16000,0.9599399999999996
Proportional,1.75,16100,0.9593199999999995
Proportional,1.75,16200,0.9578999999999996
Proportional,1.75,16300,0.9604199999999996
Proportional,1.75,16400,0.9586399999999995
Proportional,1.75,16500,0.9584399999999996
Proportional,1.75,16600,0.9583399999999997
Proportional,1.75,16700,0.9565199999999998
Proportional,1.75,16800,0.9569599999999996
Proportional,1.75,16900,0.9581599999999999
Proportional,1.75,17000,0.9596399999999996
Proportional,1.75,17100,0.9596599999999991
Proportional,1.75,17200,0.9580399999999999
Proportional,1.75,17300,0.9604800000000001
Proportional,1.75,17400,0.9618200000000003
Proportional,1.75,17500,0.9604600000000001
Proportional,1.75,17600,0.96038
Proportional,1.75,17700,0.9598399999999995
Proportional,1.75,17800,0.9584799999999997
Proportional,1.75,17900,0.9585000000000004
Proportional,1.75,18000,0.9585399999999994
Proportional,1.75,18100,0.9583000000000003
Proportional,1.75,18200,0.9603599999999999
Proportional,1.75,18300,0.9601
Proportional,1.75,18400,0.9584800000000001
Proportional,1.75,18500,0.9587399999999994
Proportional,1.75,18600,0.9581799999999998
Proportional,1.75,18700,0.95808
Proportional,1.75,18800,0.9575999999999995
Proportional,1.75,18900,0.9576199999999997
Proportional,1.75,19000,0.9569399999999993
Proportional,1.75,19100,0.9571999999999998
Proportional,1.75,19200,0.9581400000000002
Proportional,1.75,19300,0.9581599999999995
Proportional,1.75,19400,0.9581400000000001
Proportional,1.75,19500,0.9575399999999995
Proportional,1.75,19600,0.9553000000000001
Proportional,1.75,19700,0.9566600000000001
Proportional,1.75,19800,0.9566999999999998
Proportional,1.75,19900,0.95816
Proportional,1.75,20000,0.9583399999999994
Proportional,1.75,20100,0.95978
Proportional,1.75,20200,0.9576199999999996
Proportional,1.75,20300,0.9591799999999998
Proportional,1.75,20400,0.9588399999999996
Proportional,1.75,20500,0.9593799999999999
Proportional,1.75,20600,0.9579000000000002
Proportional,1.75,20700,0.9571000000000001
Proportional,1.75,20800,0.9587399999999997
Proportional,1.75,20900,0.9580799999999996
Proportional,1.75,21000,0.9572599999999997
Proportional,1.75,21100,0.9577599999999991
Proportional,1.75,21200,0.9563799999999997
Proportional,1.75,21300,0.9573999999999994
Proportional,1.75,21400,0.9562400000000002
Proportional,1.75,21500,0.9575199999999997
Proportional,1.75,21600,0.9576399999999999
Proportional,1.75,21700,0.9607799999999999
Proportional,1.75,21800,0.9588999999999999
Proportional,1.75,21900,0.9589999999999996
Proportional,1.75,22000,0.9602399999999994
Proportional,1.75,22100,0.9598799999999998
Proportional,1.75,22200,0.9621799999999997
Proportional,1.75,22300,0.9598399999999999
Proportional,1.75,22400,0.9604999999999998
Proportional,1.75,22500,0.9615599999999995
Proportional,1.75,22600,0.9618599999999998
Proportional,1.75,22700,0.9614999999999994
Proportional,1.75,22800,0.9607599999999995
Proportional,1.75,22900,0.96184
Proportional,1.75,23000,0.96136
Proportional,1.75,23100,0.9625599999999993
Proportional,1.75,23200,0.9612599999999997
Proportional,1.75,23300,0.9622799999999994
Proportional,1.75,23400,0.9614
Proportional,1.75,23500,0.9616999999999994
Proportional,1.75,23600,0.9631599999999998
Proportional,1.75,23700,0.9634799999999999
Proportional,1.75,23800,0.9620799999999999
Proportional,1.75,23900,0.9614
Proportional,1.75,24000,0.96112
Proportional,1.75,24100,0.9634599999999999
Proportional,1.75,24200,0.9621399999999994
Proportional,1.75,24300,0.9595399999999995
Proportional,1.75,24400,0.9611999999999997
Proportional,1.75,24500,0.9606999999999997
Proportional,1.75,24600,0.9613999999999998
Proportional,1.75,24700,0.9604999999999996
Proportional,1.75,24800,0.9597199999999995
Proportional,1.75,24900,0.9599999999999995
Proportional,1.75,25000,0.9586000000000002
Proportional,1.75,25100,0.9606399999999999
Proportional,1.75,25200,0.9612999999999998
Proportional,1.75,25300,0.9603799999999996
Proportional,1.75,25400,0.9619799999999998
Proportional,1.75,25500,0.9630399999999998
Proportional,1.75,25600,0.9638000000000004
Proportional,1.75,25700,0.9612999999999997
Proportional,1.75,25800,0.9627399999999998
Proportional,1.75,25900,0.9630599999999997
Proportional,1.75,26000,0.9626999999999998
Proportional,1.75,26100,0.9620400000000001
Proportional,1.75,26200,0.9613200000000001
Proportional,1.75,26300,0.9616800000000005
Proportional,1.75,26400,0.9597599999999998
Proportional,1.75,26500,0.9617599999999996
Proportional,1.75,26600,0.9607799999999996
Proportional,1.75,26700,0.9607799999999996
Proportional,1.75,26800,0.9621999999999999
Proportional,1.75,26900,0.96218
Proportional,1.75,27000,0.9628999999999995
Proportional,1.75,27100,0.96264
Proportional,1.75,27200,0.9620999999999998
Proportional,1.75,27300,0.9606600000000001
Proportional,1.75,27400,0.9613999999999996
Proportional,1.75,27500,0.9629199999999994
Proportional,1.75,27600,0.9632999999999999
Proportional,1.75,27700,0.9622599999999999
Proportional,1.75,27800,0.9610400000000002
Proportional,1.75,27900,0.9641
Proportional,1.75,28000,0.9625199999999993
Proportional,1.75,28100,0.9619199999999998
Proportional,1.75,28200,0.9613199999999995
Proportional,1.75,28300,0.9622599999999996
Proportional,1.75,28400,0.9614000000000003
Proportional,1.75,28500,0.9613400000000003
Proportional,1.75,28600,0.9621999999999996
Proportional,1.75,28700,0.9649799999999996
Proportional,1.75,28800,0.9625199999999995
Proportional,1.75,28900,0.9597199999999997
Proportional,1.75,29000,0.9616599999999997
Proportional,1.75,29100,0.9610599999999995
Proportional,1.75,29200,0.9617600000000001
Proportional,1.75,29300,0.9608199999999997
Proportional,1.75,29400,0.9613600000000001
Proportional,1.75,29500,0.9600200000000001
Proportional,1.75,29600,0.9603000000000002
Proportional,1.75,29700,0.9596399999999994
Proportional,1.75,29800,0.9600799999999997
Proportional,1.75,29900,0.9615799999999998
Proportional,1.8,0,0.49890000000000007
Proportional,1.8,100,0.32430000000000014
Proportional,1.8,200,0.40552000000000027
Proportional,1.8,300,0.4836399999999999
Proportional,1.8,400,0.54242
Proportional,1.8,500,0.5946600000000001
Proportional,1.8,600,0.6225
Proportional,1.8,700,0.6557399999999999
Proportional,1.8,800,0.68674
Proportional,1.8,900,0.7195800000000001
Proportional,1.8,1000,0.7414999999999999
Proportional,1.8,1100,0.76236
Proportional,1.8,1200,0.7813799999999997
Proportional,1.8,1300,0.8044
Proportional,1.8,1400,0.8160799999999998
Proportional,1.8,1500,0.8346600000000002
Proportional,1.8,1600,0.8470799999999999
Proportional,1.8,1700,0.85496
Proportional,1.8,1800,0.8641000000000001
Proportional,1.8,1900,0.8684200000000005
Proportional,1.8,2000,0.8712200000000001
Proportional,1.8,2100,0.8758400000000005
Proportional,1.8,2200,0.8779800000000002
Proportional,1.8,2300,0.8827200000000005
Proportional,1.8,2400,0.8853000000000003
Proportional,1.8,2500,0.8865400000000001
Proportional,1.8,2600,0.8890800000000004
Proportional,1.8,2700,0.8903399999999999
Proportional,1.8,2800,0.89324
Proportional,1.8,2900,0.8917
Proportional,1.8,3000,0.89558
Proportional,1.8,3100,0.8998200000000002
Proportional,1.8,3200,0.8989
Proportional,1.8,3300,0.9059800000000001
Proportional,1.8,3400,0.90842
Proportional,1.8,3500,0.9122000000000001
Proportional,1.8,3600,0.9122199999999998
Proportional,1.8,3700,0.9143399999999997
Proportional,1.8,3800,0.9164599999999997
Proportional,1.8,3900,0.9171399999999998
Proportional,1.8,4000,0.9166199999999999
Proportional,1.8,4100,0.915
Proportional,1.8,4200,0.91592
Proportional,1.8,4300,0.9196
Proportional,1.8,4400,0.9190399999999996
Proportional,1.8,4500,0.9175600000000004
Proportional,1.8,4600,0.9194200000000005
Proportional,1.8,4700,0.9197600000000002
Proportional,1.8,4800,0.9229000000000002
Proportional,1.8,4900,0.9258000000000002
Proportional,1.8,5000,0.9210599999999998
Proportional,1.8,5100,0.9225000000000005
Proportional,1.8,5200,0.9238599999999996
Proportional,1.8,5300,0.9237799999999997
Proportional,1.8,5400,0.9214399999999999
Proportional,1.8,5500,0.9195400000000002
Proportional,1.8,5600,0.9213199999999996
Proportional,1.8,5700,0.9217400000000002
Proportional,1.8,5800,0.9218200000000002
Proportional,1.8,5900,0.9202000000000001
Proportional,1.8,6000,0.9209599999999999
Proportional,1.8,6100,0.9190200000000002
Proportional,1.8,6200,0.9205200000000002
Proportional,1.8,6300,0.92096
Proportional,1.8,6400,0.9196000000000002
Proportional,1.8,6500,0.9210599999999998
Proportional,1.8,6600,0.9221600000000003
Proportional,1.8,6700,0.9229199999999997
Proportional,1.8,6800,0.9213800000000002
Proportional,1.8,6900,0.9205400000000004
Proportional,1.8,7000,0.9229199999999997
Proportional,1.8,7100,0.9212799999999995
Proportional,1.8,7200,0.9224999999999995
Proportional,1.8,7300,0.9218600000000002
Proportional,1.8,7400,0.9222600000000001
Proportional,1.8,7500,0.9210799999999999
Proportional,1.8,7600,0.9223799999999993
Proportional,1.8,7700,0.92286
Proportional,1.8,7800,0.9207799999999999
Proportional,1.8,7900,0.9190600000000004
Proportional,1.8,8000,0.9201200000000004
