Topo,Z,b,Cost_Pct,C_mean,C_std,V_mean,V_std,Tstop_mean,Stop_max_frac
BA,4,1.9,-0.05,0.97064,0.14626083002636078,0.93756,0.2338722009987506,726.1,0.04
BA,4,2.0,-0.05,0.96408,0.1588085438507639,0.9370000000000002,0.23639839254952644,734.28,0.04
BA,4,1.1,0.0,1.0,0.0,0.97748,0.13621736159535608,97.66,0.0
BA,4,1.2,0.0,1.0,0.0,0.9770399999999999,0.1395852370417445,104.9,0.0
BA,4,1.3,0.0,1.0,0.0,0.9578400000000002,0.19048646776083594,119.0,0.0
BA,4,1.4,0.0,1.0,0.0,0.9770400000000001,0.137591418337046,115.12,0.0
BA,4,1.5,0.0,1.0,0.0,0.9579600000000003,0.18912873499286142,137.66,0.0
BA,4,1.6,0.0,1.0,0.0,0.95828,0.18918943310872305,145.26,0.0
BA,4,1.7,0.0,0.98,0.13999999999999999,0.9567599999999998,0.19490054489405614,151.54,0.0
BA,4,1.8,0.0,0.9782,0.14030951500165625,0.9572399999999999,0.1949949291648375,431.4,0.02
BA,4,1.9,0.0,0.95384,0.19941548184632005,0.9370000000000002,0.23640008460235373,435.98,0.02
BA,4,2.0,0.0,0.9557599999999999,0.16742837991212842,0.91708,0.26985394864630013,1041.2,0.06
BA,4,1.1,0.05,1.0,0.0,0.9766799999999999,0.13953615158803828,106.06,0.0
BA,4,1.2,0.05,1.0,0.0,0.9772000000000002,0.13732705487266522,112.92,0.0
BA,4,1.3,0.05,1.0,0.0,0.95768,0.18940089123338358,117.08,0.0
BA,4,1.4,0.05,1.0,0.0,0.9562800000000001,0.1952114791706676,124.24,0.0
BA,4,1.5,0.05,1.0,0.0,0.95832,0.18919930655264042,148.24,0.0
BA,4,1.6,0.05,0.98,0.13999999999999999,0.95696,0.19493639578077768,150.36,0.0
BA,4,1.7,0.05,0.98,0.13999999999999999,0.9570000000000001,0.19494460751710985,158.34,0.0
BA,4,1.8,0.05,0.9782,0.14030951500165625,0.9568000000000001,0.19490674693298843,448.9,0.02
BA,4,1.9,0.05,0.9745199999999999,0.14440321880069018,0.95732,0.1946022034818722,455.08,0.02
BA,4,2.0,0.05,0.9321600000000001,0.2200581159603072,0.8976,0.29800697978403123,1063.96,0.06
BA,4,1.1,0.1,1.0,0.0,0.95648,0.19525227168972964,118.26,0.0
BA,4,1.2,0.1,1.0,0.0,0.97628,0.13948649253601586,119.42,0.0
BA,4,1.3,0.1,1.0,0.0,0.95756,0.19083072708555085,121.82,0.0
BA,4,1.4,0.1,1.0,0.0,0.97648,0.13951318790709358,132.98,0.0
BA,4,1.5,0.1,0.98,0.13999999999999999,0.9566,0.19486744212412704,138.06,0.0
BA,4,1.6,0.1,0.98,0.13999999999999999,0.9568000000000001,0.1949079782871907,163.04,0.0
BA,4,1.7,0.1,0.98,0.13999999999999999,0.9566400000000002,0.19487737272449052,173.18,0.0
BA,4,1.8,0.1,0.96,0.19595917942265428,0.95736,0.193589437728405,162.38,0.0
BA,4,1.9,0.1,0.96,0.19595917942265428,0.9570799999999999,0.19455475733068056,206.4,0.0
BA,4,2.0,0.1,0.90032,0.28242248069160497,0.8776399999999999,0.3220068794296172,840.94,0.04
BA,4,1.1,0.2,1.0,0.0,0.97708,0.13959095099611576,125.84,0.0
