Topo,Z,Corr,Theta,L,b,Update,K,VigilanceMode,Cost,C_mean,C_std,V_mean,V_std
BA,16,max,0.6,2,1.7,proportional,,memory,0.0,4.013333333333336e-05,0.0002809349153570391,0.0003800000000000001,0.0007846018098373213
BA,16,max,0.6,2,1.8,proportional,,memory,0.0,6.273333333333337e-05,0.00035719038807523017,0.00066,0.0009404254356406999
BA,16,max,0.6,2,1.9,proportional,,memory,0.0,0.0,0.0,0.00096,0.0009991996797437436
BA,16,max,0.6,2,2.0,proportional,,memory,0.0,0.0,0.0,0.00098,0.0009997999799959993
BA,16,max,0.6,3,1.0,proportional,,amnesic,0.0,1.0,0.0,0.0,0.0
BA,16,max,0.6,3,1.1,proportional,,amnesic,0.0,1.0,0.0,0.0,0.0
BA,16,max,0.6,3,1.2,proportional,,amnesic,0.0,1.0,0.0,0.0,0.0
BA,16,max,0.6,3,1.3,proportional,,amnesic,0.0,0.9382470666666667,0.1887881881470342,0.0,0.0
BA,16,max,0.6,3,1.4,proportional,,amnesic,0.0,0.7079487999999999,0.3868307684704629,0.0,0.0
BA,16,max,0.6,3,1.5,proportional,,amnesic,0.0,0.25523,0.3236257379319513,0.0,0.0
BA,16,max,0.6,3,1.6,proportional,,amnesic,0.0,0.006015866666666668,0.02028403343146744,0.0,0.0
BA,16,max,0.6,3,1.7,proportional,,amnesic,0.0,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
BA,16,max,0.6,3,1.8,proportional,,amnesic,0.0,2.3000000000000007e-05,0.0002288471105345227,0.0,0.0
BA,16,max,0.6,3,1.9,proportional,,amnesic,0.0,0.0,0.0,0.0,0.0
BA,16,max,0.6,3,2.0,proportional,,amnesic,0.0,0.0,0.0,0.0,0.0
BA,16,max,0.6,3,1.0,proportional,,memory,0.0,1.0,0.0,0.01004,0.011429715657005646
BA,16,max,0.6,3,1.1,proportional,,memory,0.0,1.0,0.0,0.005,0.005989991652748774
BA,16,max,0.6,3,1.2,proportional,,memory,0.0,1.0,0.0,0.0026,0.0034117444218463963
BA,16,max,0.6,3,1.3,proportional,,memory,0.0,0.9558977999999999,0.16314124720500467,0.0016399999999999997,0.0027037751385793904
BA,16,max,0.6,3,1.4,proportional,,memory,0.0,0.7636364666666666,0.35840609002198737,0.0007799999999999999,0.0015721323099535868
BA,16,max,0.6,3,1.5,proportional,,memory,0.0,0.3082511333333333,0.37128403657224773,0.00024,0.0008616263691415207
BA,16,max,0.6,3,1.6,proportional,,memory,0.0,0.014311266666666666,0.10094015650955439,0.00021999999999999998,0.0006867313885355758
BA,16,max,0.6,3,1.7,proportional,,memory,0.0,4.386666666666669e-05,0.0003071375804640868,0.0005600000000000001,0.0008979977728257458
BA,16,max,0.6,3,1.8,proportional,,memory,0.0,4.0000000000000024e-05,0.0002800000000000002,0.0008800000000000001,0.0009927738916792686
BA,16,max,0.6,3,1.9,proportional,,memory,0.0,0.0,0.0,0.00086,0.000990151503558925
BA,16,max,0.6,3,2.0,proportional,,memory,0.0,0.0,0.0,0.00114,0.0009901515035589253
