Topo,b,Mode,rho_global,rho_hubs
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.1,amnesic,1.0,1.0
ER,1.2,amnesic,0.2,0.4
ER,1.2,amnesic,0.308,0.6
ER,1.2,amnesic,0.282,0.5
ER,1.2,amnesic,0.234,0.4
ER,1.2,amnesic,0.228,0.3
ER,1.2,amnesic,0.248,0.4
ER,1.2,amnesic,0.266,0.4
ER,1.2,amnesic,0.362,0.4
ER,1.2,amnesic,0.27,0.7
ER,1.2,amnesic,0.264,0.5
ER,1.2,amnesic,0.296,0.6
ER,1.2,amnesic,0.264,0.2
ER,1.2,amnesic,0.246,0.5
ER,1.2,amnesic,0.254,0.5
ER,1.2,amnesic,0.318,0.7
ER,1.2,amnesic,0.302,0.6
ER,1.2,amnesic,0.266,0.2
ER,1.2,amnesic,0.308,0.3
ER,1.2,amnesic,0.294,0.3
ER,1.2,amnesic,0.328,0.4
ER,1.2,amnesic,0.316,0.7
ER,1.2,amnesic,0.316,0.2
ER,1.2,amnesic,0.292,0.3
ER,1.2,amnesic,0.31,0.8
ER,1.2,amnesic,0.236,0.2
ER,1.2,amnesic,0.274,0.7
ER,1.2,amnesic,0.27,0.4
ER,1.2,amnesic,0.23,0.5
ER,1.2,amnesic,0.26,0.7
ER,1.2,amnesic,0.302,0.6
ER,1.2,amnesic,0.162,0.4
ER,1.2,amnesic,0.27,0.4
ER,1.2,amnesic,0.324,0.4
ER,1.2,amnesic,0.254,0.6
ER,1.2,amnesic,0.26,0.5
ER,1.2,amnesic,0.328,0.4
ER,1.2,amnesic,0.28,0.5
ER,1.2,amnesic,0.222,0.4
ER,1.2,amnesic,0.21,0.1
ER,1.2,amnesic,0.194,0.3
ER,1.2,amnesic,0.262,0.4
ER,1.2,amnesic,0.318,0.6
ER,1.2,amnesic,0.254,0.3
ER,1.2,amnesic,0.302,0.3
ER,1.2,amnesic,0.28,0.3
ER,1.2,amnesic,0.258,0.5
ER,1.2,amnesic,0.21,0.3
ER,1.2,amnesic,0.252,0.2
ER,1.2,amnesic,0.302,0.5
ER,1.2,amnesic,0.256,0.5
ER,1.2,amnesic,0.228,0.5
ER,1.2,amnesic,0.206,0.3
ER,1.2,amnesic,0.29,0.4
ER,1.2,amnesic,0.206,0.5
ER,1.2,amnesic,0.21,0.3
ER,1.2,amnesic,0.334,0.5
ER,1.2,amnesic,0.334,0.4
ER,1.2,amnesic,0.288,0.5
ER,1.2,amnesic,0.202,0.4
ER,1.2,amnesic,0.272,0.1
ER,1.2,amnesic,0.224,0.5
ER,1.2,amnesic,0.226,0.4
ER,1.2,amnesic,0.26,0.6
ER,1.2,amnesic,0.26,0.4
ER,1.2,amnesic,0.32,0.6
ER,1.2,amnesic,0.236,0.2
ER,1.2,amnesic,0.262,0.5
ER,1.2,amnesic,0.262,0.4
ER,1.2,amnesic,0.254,0.4
ER,1.2,amnesic,0.254,0.6
ER,1.2,amnesic,0.24,0.3
ER,1.2,amnesic,0.258,0.6
ER,1.2,amnesic,0.262,0.4
ER,1.2,amnesic,0.294,0.6
ER,1.2,amnesic,0.338,0.6
ER,1.2,amnesic,0.278,0.4
ER,1.2,amnesic,0.33,0.5
ER,1.2,amnesic,0.212,0.2
ER,1.2,amnesic,0.336,0.4
ER,1.2,amnesic,0.31,0.4
ER,1.2,amnesic,0.208,0.5
ER,1.2,amnesic,0.312,0.6
ER,1.2,amnesic,0.256,0.5
ER,1.2,amnesic,0.308,0.4
ER,1.2,amnesic,0.218,0.1
ER,1.2,amnesic,0.278,0.5
ER,1.2,amnesic,0.246,0.5
ER,1.2,amnesic,0.19,0.5
ER,1.2,amnesic,0.286,0.3
ER,1.2,amnesic,0.292,0.5
ER,1.2,amnesic,0.304,0.7
ER,1.2,amnesic,0.192,0.1
ER,1.2,amnesic,0.224,0.3
ER,1.2,amnesic,0.248,0.6
ER,1.2,amnesic,0.256,0.3
ER,1.2,amnesic,0.288,0.4
ER,1.2,amnesic,0.324,0.7
ER,1.2,amnesic,0.248,0.4
ER,1.2,amnesic,0.244,0.4
ER,1.2,amnesic,0.22,0.4
ER,1.3,amnesic,0.188,0.3
ER,1.3,amnesic,0.116,0.4
ER,1.3,amnesic,0.164,0.1
ER,1.3,amnesic,0.136,0.3
ER,1.3,amnesic,0.132,0.1
ER,1.3,amnesic,0.17,0.2
ER,1.3,amnesic,0.166,0.2
ER,1.3,amnesic,0.178,0.0
ER,1.3,amnesic,0.07,0.2
ER,1.3,amnesic,0.142,0.1
ER,1.3,amnesic,0.18,0.6
ER,1.3,amnesic,0.148,0.3
ER,1.3,amnesic,0.152,0.3
ER,1.3,amnesic,0.138,0.0
ER,1.3,amnesic,0.154,0.3
ER,1.3,amnesic,0.174,0.2
ER,1.3,amnesic,0.132,0.3
ER,1.3,amnesic,0.136,0.2
ER,1.3,amnesic,0.12,0.4
ER,1.3,amnesic,0.17,0.2
ER,1.3,amnesic,0.15,0.4
ER,1.3,amnesic,0.162,0.5
ER,1.3,amnesic,0.082,0.4
ER,1.3,amnesic,0.162,0.1
ER,1.3,amnesic,0.188,0.3
ER,1.3,amnesic,0.166,0.3
ER,1.3,amnesic,0.12,0.1
ER,1.3,amnesic,0.164,0.3
ER,1.3,amnesic,0.17,0.3
ER,1.3,amnesic,0.134,0.3
ER,1.3,amnesic,0.168,0.2
ER,1.3,amnesic,0.142,0.2
ER,1.3,amnesic,0.078,0.2
ER,1.3,amnesic,0.162,0.1
ER,1.3,amnesic,0.186,0.3
ER,1.3,amnesic,0.116,0.0
ER,1.3,amnesic,0.164,0.5
ER,1.3,amnesic,0.128,0.1
ER,1.3,amnesic,0.146,0.2
ER,1.3,amnesic,0.16,0.1
ER,1.3,amnesic,0.154,0.3
ER,1.3,amnesic,0.154,0.4
ER,1.3,amnesic,0.1,0.3
ER,1.3,amnesic,0.104,0.1
ER,1.3,amnesic,0.12,0.3
ER,1.3,amnesic,0.148,0.4
ER,1.3,amnesic,0.15,0.3
ER,1.3,amnesic,0.152,0.4
ER,1.3,amnesic,0.18,0.2
ER,1.3,amnesic,0.174,0.4
ER,1.3,amnesic,0.13,0.1
ER,1.3,amnesic,0.098,0.1
ER,1.3,amnesic,0.178,0.4
ER,1.3,amnesic,0.18,0.1
ER,1.3,amnesic,0.156,0.1
ER,1.3,amnesic,0.168,0.5
ER,1.3,amnesic,0.17,0.5
ER,1.3,amnesic,0.1,0.2
ER,1.3,amnesic,0.164,0.2
ER,1.3,amnesic,0.08,0.1
ER,1.3,amnesic,0.168,0.4
ER,1.3,amnesic,0.154,0.2
ER,1.3,amnesic,0.176,0.1
ER,1.3,amnesic,0.14,0.1
ER,1.3,amnesic,0.142,0.2
ER,1.3,amnesic,0.11,0.0
ER,1.3,amnesic,0.144,0.2
ER,1.3,amnesic,0.118,0.1
ER,1.3,amnesic,0.136,0.3
ER,1.3,amnesic,0.14,0.1
ER,1.3,amnesic,0.13,0.1
ER,1.3,amnesic,0.156,0.4
ER,1.3,amnesic,0.168,0.2
ER,1.3,amnesic,0.174,0.3
ER,1.3,amnesic,0.19,0.3
ER,1.3,amnesic,0.122,0.1
ER,1.3,amnesic,0.156,0.3
ER,1.3,amnesic,0.106,0.5
ER,1.3,amnesic,0.172,0.1
ER,1.3,amnesic,0.15,0.3
ER,1.3,amnesic,0.164,0.1
ER,1.3,amnesic,0.144,0.2
ER,1.3,amnesic,0.128,0.1
ER,1.3,amnesic,0.132,0.2
ER,1.3,amnesic,0.182,0.3
ER,1.3,amnesic,0.172,0.4
ER,1.3,amnesic,0.176,0.3
ER,1.3,amnesic,0.13,0.1
ER,1.3,amnesic,0.156,0.2
ER,1.3,amnesic,0.136,0.4
ER,1.3,amnesic,0.098,0.1
ER,1.3,amnesic,0.146,0.2
ER,1.3,amnesic,0.152,0.4
ER,1.3,amnesic,0.096,0.3
ER,1.3,amnesic,0.134,0.0
ER,1.3,amnesic,0.142,0.7
ER,1.3,amnesic,0.074,0.0
ER,1.3,amnesic,0.172,0.2
ER,1.3,amnesic,0.162,0.4
ER,1.3,amnesic,0.154,0.2
ER,1.4,amnesic,0.088,0.2
ER,1.4,amnesic,0.08,0.3
ER,1.4,amnesic,0.102,0.0
ER,1.4,amnesic,0.11,0.2
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.07,0.1
ER,1.4,amnesic,0.094,0.3
ER,1.4,amnesic,0.092,0.0
ER,1.4,amnesic,0.084,0.0
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.08,0.1
ER,1.4,amnesic,0.118,0.2
ER,1.4,amnesic,0.064,0.1
ER,1.4,amnesic,0.108,0.3
ER,1.4,amnesic,0.096,0.0
ER,1.4,amnesic,0.124,0.3
ER,1.4,amnesic,0.09,0.2
ER,1.4,amnesic,0.172,0.2
ER,1.4,amnesic,0.072,0.0
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.104,0.3
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.096,0.3
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.112,0.3
ER,1.4,amnesic,0.104,0.1
ER,1.4,amnesic,0.114,0.1
ER,1.4,amnesic,0.13,0.2
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.09,0.2
ER,1.4,amnesic,0.064,0.2
ER,1.4,amnesic,0.096,0.1
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.084,0.2
ER,1.4,amnesic,0.088,0.3
ER,1.4,amnesic,0.108,0.5
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.082,0.2
ER,1.4,amnesic,0.092,0.0
ER,1.4,amnesic,0.1,0.4
ER,1.4,amnesic,0.06,0.2
ER,1.4,amnesic,0.108,0.4
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.084,0.1
ER,1.4,amnesic,0.092,0.3
ER,1.4,amnesic,0.1,0.0
ER,1.4,amnesic,0.038,0.1
ER,1.4,amnesic,0.11,0.2
ER,1.4,amnesic,0.08,0.0
ER,1.4,amnesic,0.088,0.3
ER,1.4,amnesic,0.092,0.2
ER,1.4,amnesic,0.094,0.4
ER,1.4,amnesic,0.102,0.1
ER,1.4,amnesic,0.04,0.1
ER,1.4,amnesic,0.086,0.1
ER,1.4,amnesic,0.09,0.3
ER,1.4,amnesic,0.084,0.3
ER,1.4,amnesic,0.1,0.2
ER,1.4,amnesic,0.092,0.2
ER,1.4,amnesic,0.112,0.4
ER,1.4,amnesic,0.048,0.0
ER,1.4,amnesic,0.098,0.1
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.102,0.1
ER,1.4,amnesic,0.084,0.1
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.062,0.1
ER,1.4,amnesic,0.098,0.2
ER,1.4,amnesic,0.054,0.0
ER,1.4,amnesic,0.066,0.1
ER,1.4,amnesic,0.104,0.3
ER,1.4,amnesic,0.14,0.1
ER,1.4,amnesic,0.06,0.1
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.104,0.1
ER,1.4,amnesic,0.114,0.2
ER,1.4,amnesic,0.116,0.3
ER,1.4,amnesic,0.11,0.1
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.08,0.1
ER,1.4,amnesic,0.09,0.1
ER,1.4,amnesic,0.12,0.3
ER,1.4,amnesic,0.07,0.1
ER,1.4,amnesic,0.1,0.1
ER,1.4,amnesic,0.122,0.4
ER,1.4,amnesic,0.09,0.2
ER,1.4,amnesic,0.074,0.1
ER,1.4,amnesic,0.062,0.1
ER,1.4,amnesic,0.114,0.4
ER,1.4,amnesic,0.088,0.1
ER,1.4,amnesic,0.096,0.0
ER,1.4,amnesic,0.0,0.0
ER,1.4,amnesic,0.094,0.2
ER,1.4,amnesic,0.058,0.1
ER,1.4,amnesic,0.076,0.0
ER,1.4,amnesic,0.134,0.4
ER,1.4,amnesic,0.094,0.1
ER,1.4,amnesic,0.032,0.0
ER,1.4,amnesic,0.106,0.3
ER,1.4,amnesic,0.098,0.1
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.0,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.1,memory,1.0,1.0
ER,1.2,memory,0.282,0.6
ER,1.2,memory,0.258,0.6
ER,1.2,memory,0.268,0.3
ER,1.2,memory,0.276,0.1
ER,1.2,memory,0.292,0.5
ER,1.2,memory,0.206,0.3
ER,1.2,memory,0.292,0.4
ER,1.2,memory,0.238,0.4
ER,1.2,memory,0.234,0.6
ER,1.2,memory,0.228,0.4
ER,1.2,memory,0.346,0.3
ER,1.2,memory,0.26,0.3
ER,1.2,memory,0.278,0.7
ER,1.2,memory,0.264,0.5
ER,1.2,memory,0.276,0.4
ER,1.2,memory,0.276,0.4
ER,1.2,memory,0.304,0.4
ER,1.2,memory,0.29,0.5
ER,1.2,memory,0.222,0.4
ER,1.2,memory,0.296,0.3
ER,1.2,memory,0.252,0.3
ER,1.2,memory,0.29,0.7
ER,1.2,memory,0.282,0.3
ER,1.2,memory,0.356,0.5
ER,1.2,memory,0.248,0.4
ER,1.2,memory,0.314,0.4
ER,1.2,memory,0.266,0.3
ER,1.2,memory,0.274,0.3
ER,1.2,memory,0.274,0.4
ER,1.2,memory,0.304,0.9
ER,1.2,memory,0.166,0.3
ER,1.2,memory,0.302,0.7
ER,1.2,memory,0.238,0.7
ER,1.2,memory,0.286,0.6
ER,1.2,memory,0.344,0.4
ER,1.2,memory,0.228,0.5
ER,1.2,memory,0.246,0.3
ER,1.2,memory,0.24,0.5
ER,1.2,memory,0.226,0.1
ER,1.2,memory,0.29,0.7
ER,1.2,memory,0.284,0.6
ER,1.2,memory,0.248,0.4
ER,1.2,memory,0.24,0.5
ER,1.2,memory,0.274,0.3
ER,1.2,memory,0.218,0.4
ER,1.2,memory,0.258,0.2
ER,1.2,memory,0.308,0.4
ER,1.2,memory,0.278,0.6
ER,1.2,memory,0.288,0.6
ER,1.2,memory,0.28,0.4
ER,1.2,memory,0.294,0.5
ER,1.2,memory,0.244,0.5
ER,1.2,memory,0.196,0.4
ER,1.2,memory,0.224,0.5
ER,1.2,memory,0.24,0.5
ER,1.2,memory,0.274,0.3
ER,1.2,memory,0.272,0.6
ER,1.2,memory,0.294,0.4
ER,1.2,memory,0.196,0.3
ER,1.2,memory,0.322,0.7
ER,1.2,memory,0.278,0.6
ER,1.2,memory,0.226,0.4
ER,1.2,memory,0.284,0.7
ER,1.2,memory,0.348,0.6
ER,1.2,memory,0.28,0.4
ER,1.2,memory,0.35,0.7
ER,1.2,memory,0.204,0.3
ER,1.2,memory,0.272,0.5
ER,1.2,memory,0.326,0.5
ER,1.2,memory,0.304,0.6
ER,1.2,memory,0.244,0.8
ER,1.2,memory,0.27,0.9
ER,1.2,memory,0.292,0.6
ER,1.2,memory,0.268,0.4
ER,1.2,memory,0.326,0.4
ER,1.2,memory,0.266,0.5
ER,1.2,memory,0.248,0.4
ER,1.2,memory,0.362,0.5
ER,1.2,memory,0.274,0.4
ER,1.2,memory,0.272,0.3
ER,1.2,memory,0.274,0.3
ER,1.2,memory,0.304,0.3
ER,1.2,memory,0.288,0.4
ER,1.2,memory,0.262,0.3
ER,1.2,memory,0.228,0.6
ER,1.2,memory,0.286,0.6
ER,1.2,memory,0.334,0.7
ER,1.2,memory,0.256,0.4
ER,1.2,memory,0.242,0.6
ER,1.2,memory,0.286,0.5
ER,1.2,memory,0.292,0.4
ER,1.2,memory,0.316,0.6
ER,1.2,memory,0.208,0.5
ER,1.2,memory,0.266,0.6
ER,1.2,memory,0.256,0.4
ER,1.2,memory,0.278,0.4
ER,1.2,memory,0.24,0.3
ER,1.2,memory,0.314,0.3
ER,1.2,memory,0.24,0.3
ER,1.2,memory,0.254,0.5
ER,1.3,memory,0.158,0.3
ER,1.3,memory,0.128,0.1
ER,1.3,memory,0.18,0.2
ER,1.3,memory,0.162,0.2
ER,1.3,memory,0.182,0.3
ER,1.3,memory,0.174,0.3
ER,1.3,memory,0.178,0.1
ER,1.3,memory,0.156,0.3
ER,1.3,memory,0.138,0.2
ER,1.3,memory,0.196,0.3
ER,1.3,memory,0.124,0.0
ER,1.3,memory,0.134,0.2
ER,1.3,memory,0.144,0.1
ER,1.3,memory,0.13,0.1
ER,1.3,memory,0.166,0.4
ER,1.3,memory,0.14,0.2
ER,1.3,memory,0.152,0.2
ER,1.3,memory,0.144,0.3
ER,1.3,memory,0.176,0.2
ER,1.3,memory,0.18,0.3
ER,1.3,memory,0.186,0.4
ER,1.3,memory,0.11,0.1
ER,1.3,memory,0.128,0.1
ER,1.3,memory,0.146,0.3
ER,1.3,memory,0.192,0.2
ER,1.3,memory,0.124,0.3
ER,1.3,memory,0.158,0.2
ER,1.3,memory,0.148,0.2
ER,1.3,memory,0.074,0.1
ER,1.3,memory,0.098,0.1
ER,1.3,memory,0.168,0.0
ER,1.3,memory,0.14,0.0
ER,1.3,memory,0.146,0.2
ER,1.3,memory,0.11,0.3
ER,1.3,memory,0.144,0.0
ER,1.3,memory,0.154,0.2
ER,1.3,memory,0.142,0.1
ER,1.3,memory,0.166,0.4
ER,1.3,memory,0.208,0.3
ER,1.3,memory,0.148,0.4
ER,1.3,memory,0.116,0.1
