Topo,b,Mode,rho_global,rho_hubs
ER,1.3,memory,0.11,0.2
ER,1.3,memory,0.18,0.3
ER,1.3,memory,0.138,0.3
ER,1.3,memory,0.162,0.2
ER,1.3,memory,0.2,0.2
ER,1.3,memory,0.144,0.1
ER,1.3,memory,0.176,0.4
ER,1.3,memory,0.122,0.3
ER,1.3,memory,0.14,0.0
ER,1.3,memory,0.108,0.2
ER,1.3,memory,0.196,0.3
ER,1.3,memory,0.118,0.1
ER,1.3,memory,0.182,0.2
ER,1.3,memory,0.144,0.1
ER,1.3,memory,0.144,0.1
ER,1.3,memory,0.114,0.2
ER,1.3,memory,0.188,0.3
ER,1.3,memory,0.096,0.1
ER,1.3,memory,0.168,0.2
ER,1.3,memory,0.086,0.1
ER,1.3,memory,0.158,0.2
ER,1.3,memory,0.176,0.2
ER,1.3,memory,0.158,0.1
ER,1.3,memory,0.128,0.0
ER,1.3,memory,0.09,0.0
ER,1.3,memory,0.086,0.1
ER,1.3,memory,0.172,0.6
ER,1.3,memory,0.156,0.4
ER,1.3,memory,0.14,0.2
ER,1.3,memory,0.122,0.1
ER,1.3,memory,0.172,0.3
ER,1.3,memory,0.144,0.2
ER,1.3,memory,0.124,0.3
ER,1.3,memory,0.124,0.5
ER,1.3,memory,0.136,0.4
ER,1.3,memory,0.14,0.2
ER,1.3,memory,0.132,0.3
ER,1.3,memory,0.118,0.3
ER,1.3,memory,0.13,0.3
ER,1.3,memory,0.11,0.4
ER,1.3,memory,0.082,0.1
ER,1.3,memory,0.138,0.2
ER,1.3,memory,0.124,0.5
ER,1.3,memory,0.146,0.2
ER,1.3,memory,0.136,0.2
ER,1.3,memory,0.148,0.2
ER,1.3,memory,0.166,0.2
ER,1.3,memory,0.116,0.3
ER,1.3,memory,0.178,0.2
ER,1.3,memory,0.0,0.0
ER,1.3,memory,0.194,0.5
ER,1.3,memory,0.15,0.2
ER,1.3,memory,0.092,0.1
ER,1.3,memory,0.162,0.2
ER,1.3,memory,0.194,0.2
ER,1.3,memory,0.124,0.3
ER,1.3,memory,0.132,0.3
ER,1.3,memory,0.136,0.2
ER,1.3,memory,0.116,0.3
ER,1.4,memory,0.084,0.1
ER,1.4,memory,0.102,0.1
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.092,0.2
ER,1.4,memory,0.088,0.2
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.098,0.1
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.092,0.1
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.094,0.4
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.082,0.1
ER,1.4,memory,0.084,0.1
ER,1.4,memory,0.108,0.2
ER,1.4,memory,0.098,0.1
ER,1.4,memory,0.108,0.1
ER,1.4,memory,0.094,0.5
ER,1.4,memory,0.04,0.0
ER,1.4,memory,0.092,0.1
ER,1.4,memory,0.066,0.1
ER,1.4,memory,0.074,0.2
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.036,0.1
ER,1.4,memory,0.1,0.2
ER,1.4,memory,0.116,0.2
ER,1.4,memory,0.074,0.2
ER,1.4,memory,0.1,0.1
ER,1.4,memory,0.078,0.1
ER,1.4,memory,0.104,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.102,0.2
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.074,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.1,0.1
ER,1.4,memory,0.06,0.2
ER,1.4,memory,0.052,0.1
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.086,0.1
ER,1.4,memory,0.022,0.1
ER,1.4,memory,0.128,0.1
ER,1.4,memory,0.114,0.1
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.044,0.1
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.082,0.1
ER,1.4,memory,0.074,0.0
ER,1.4,memory,0.03,0.1
ER,1.4,memory,0.086,0.1
ER,1.4,memory,0.104,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.098,0.1
ER,1.4,memory,0.082,0.1
ER,1.4,memory,0.116,0.2
ER,1.4,memory,0.026,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.078,0.1
ER,1.4,memory,0.07,0.2
ER,1.4,memory,0.074,0.2
ER,1.4,memory,0.086,0.1
ER,1.4,memory,0.096,0.2
ER,1.4,memory,0.08,0.1
ER,1.4,memory,0.116,0.1
ER,1.4,memory,0.078,0.1
ER,1.4,memory,0.086,0.2
ER,1.4,memory,0.146,0.1
ER,1.4,memory,0.044,0.1
ER,1.4,memory,0.106,0.1
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.082,0.1
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.106,0.1
ER,1.4,memory,0.09,0.2
ER,1.4,memory,0.064,0.1
ER,1.4,memory,0.096,0.0
ER,1.4,memory,0.084,0.1
ER,1.4,memory,0.094,0.0
ER,1.4,memory,0.072,0.2
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.088,0.0
ER,1.4,memory,0.07,0.1
ER,1.4,memory,0.078,0.1
ER,1.4,memory,0.112,0.2
ER,1.4,memory,0.096,0.2
ER,1.4,memory,0.068,0.0
ER,1.4,memory,0.09,0.2
ER,1.4,memory,0.018,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.086,0.0
ER,1.4,memory,0.102,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.0,0.0
ER,1.4,memory,0.096,0.1
ER,1.4,memory,0.096,0.2
ER,1.4,memory,0.064,0.0
ER,1.4,memory,0.04,0.0
