b,theta_0.0,theta_0.2,theta_0.4,theta_0.6,theta_0.8,theta_1.0
1.0,0.933338258984343,0.9718427982641614,0.0004040507104048159,0.0006112089505853102,0.0,0.0
1.1,0.7274731899475307,0.7557888042988372,0.0002030456852791878,0.0006112089505853102,0.0,0.0
1.2,0.576291712361131,0.6536472859575995,0.0006112089505853102,0.0,0.0002030456852791878,0.0
1.3,0.35503954306362373,0.2867979039147427,0.0008142546358644981,0.0,0.00040817389040739296,0.0
1.4,0.07843236097319423,0.01823350712982337,0.0,0.0002030456852791878,0.00040817389040739296,0.0
1.5,0.017392765130948434,0.0028792501876987123,0.0,0.00040817389040739296,0.00020512820512820512,0.0
1.6,0.0028427551821315422,0.004501543775184468,0.0002030456852791878,0.00040817389040739296,0.0004040404040404041,0.0
1.7000000000000002,0.00349780688872964,0.004501543775184468,0.00040817389040739296,0.00020512820512820512,0.0004040404040404041,0.0
1.8,0.0,0.0002030456852791878,0.00040817389040739296,0.0004040404040404041,0.0,0.0
1.9,0.0,0.00040817389040739296,0.00020512820512820512,0.0004040404040404041,0.0,0.0
2.0,0.0002030456852791878,0.00040817389040739296,0.0004040404040404041,0.0,0.0,0.0
