b,theta_0.0,theta_0.2,theta_0.4,theta_0.6,theta_0.8,theta_1.0
1.0,0.9006481669102271,0.9822688552632698,0.9979612343180146,0.9991857453641356,0.9995939086294416,0.9991898682254012
1.1,0.7163332454295654,0.9426659441803644,0.8955391391471356,0.9439291755673003,0.9120645274166875,0.9463207092765938
1.2,0.6746451700314365,0.7279985980415904,0.7241749974662542,0.7025344592383158,0.7932342134916436,0.7405057925257478
1.3,0.3291154042993476,0.40452950613011246,0.3264828507428295,0.28169724222126125,0.22066742093766006,0.22039514296128943
1.4,0.05754027910546545,0.06966936799107076,0.07809361992977135,0.04823369356584072,0.06323052732860565,0.048362057603023124
1.5,0.026131605080118497,0.015306795280779117,0.023546499647661798,0.01649642026239441,0.0123978243978244,0.013654124137082802
1.6,0.002834456656066518,0.014067927160003274,0.01116751269035533,0.01242523487510797,0.011054836036978894,0.0028519631202734903
1.7000000000000002,0.0008142546358644981,0.004467005076142132,0.0008163477808147859,0.0016161616161616164,0.0026437586263547107,0.0004081632653061224
1.8,0.0,0.0004060913705583756,0.00041025641025641023,0.0004040404040404041,0.0004081632653061224,0.0
1.9,0.0,0.0008163477808147859,0.0004040404040404041,0.0004040404040404041,0.0004081632653061224,0.0
2.0,0.0004060913705583756,0.00041025641025641023,0.0004040404040404041,0.0004081632653061224,0.0,0.0
