b,theta_0.0,theta_0.2,theta_0.4,theta_0.6,theta_0.8,theta_1.0
1.0,0.9990000000000001,0.9958,1.0,0.9742000000000001,1.0,1.0
1.1,0.9958,0.9475999999999999,0.9682,0.9702,1.0,1.0
1.2,0.9158,1.0,0.9825999999999999,0.9998,0.9996,0.9598
1.3,0.9066,0.9834,0.9994,0.9994,0.9958,0.8839999999999999
1.4,0.9892,0.8912,0.9908,0.9937999999999999,0.8792,0.8934000000000001
1.5,0.8908,0.9503999999999999,0.9769999999999999,0.9296000000000001,0.8526,0.8822
1.6,0.8997999999999999,0.899,0.7909999999999999,0.7744,0.7752,0.7489999999999999
1.7000000000000002,0.9062,0.821,0.7378,0.7467999999999999,0.7264,0.6559999999999999
1.8,0.7474,0.703,0.5458,0.6928,0.551,0.6694
1.9,0.7670000000000001,0.5641999999999999,0.5018,0.4962,0.5249999999999999,0.6729999999999999
2.0,0.5536,0.3796,0.4032,0.32300000000000006,0.3768,0.4426
