b,theta_0.0,theta_0.2,theta_0.4,theta_0.6,theta_0.8,theta_1.0
1.0,0.744314005779766,0.940286821471585,0.9991857453641356,0.9995939086294416,0.9991898682254012,0.9983692916476421
1.1,0.582168565978268,0.8934838058379333,0.9193443779463553,0.9102183735705338,0.9551158140212511,0.9227026828834832
1.2,0.2574550021543072,0.578282850850045,0.6963504140181546,0.7876846382040381,0.7249513137276142,0.6887113375216285
1.3,0.00828401898341881,0.18282743251104808,0.2567731255931992,0.2307366438226243,0.21674847217176152,0.20130595233638107
1.4,0.0008142546358644981,0.04944723859362361,0.06157158342788151,0.07232063752861433,0.0430663626606284,0.07500560059000437
1.5,0.0004081632653061224,0.010857786187771138,0.012157167141938716,0.010996051567480139,0.014062287402388924,0.01673556755590594
1.6,0.0,0.0012141721786391836,0.006527680652680652,0.011054836036978894,0.004057993271027259,0.0006060606060606061
1.7000000000000002,0.0,0.0008163477808147859,0.0028406514120799834,0.0030519218916608333,0.0004081632653061224,0.0
1.8,0.0004060913705583756,0.00041025641025641023,0.0004040404040404041,0.0004081632653061224,0.0,0.0
1.9,0.0008163477808147859,0.0004040404040404041,0.0008122036693465265,0.0004081632653061224,0.0,0.0
2.0,0.00041025641025641023,0.0004040404040404041,0.0004081632653061224,0.0,0.0,0.0004081632653061224
