b,theta_0.0,theta_0.2,theta_0.4,theta_0.6,theta_0.8,theta_1.0
1.0,0.915,0.9946,0.0104,0.0,0.0,0.0
1.1,0.9159999999999999,0.8742,0.006999999999999999,0.0,0.0,0.0
1.2,0.9632000000000001,0.8622,0.0018000000000000002,0.0,0.0,0.0
1.3,0.8696,0.9538000000000001,0.004399999999999999,0.0,0.0,0.0
1.4,0.8992000000000001,0.871,0.0012000000000000001,0.0,0.0,0.0
1.5,0.8964,0.7807999999999999,0.0044,0.0,0.0,0.0
1.6,0.8396000000000001,0.5848,0.0036,0.0,0.0,0.0
1.7000000000000002,0.7464,0.5886,0.0038,0.0,0.0,0.0
1.8,0.6908,0.30079999999999996,0.0,0.0,0.0,0.0
1.9,0.4768,0.3588,0.0,0.0,0.0,0.0
2.0,0.3196,0.38400000000000006,0.0,0.0,0.0,0.0
