b,theta_0.0,theta_0.2,theta_0.4,theta_0.6,theta_0.8,theta_1.0
1.0,0.42679566338473635,0.9490131460061261,0.9995939086294416,0.9987816627816628,0.9983692916476421,0.9975447193944984
1.1,0.034349608171218037,0.8960790652076562,0.9436115425500532,0.9388011434199123,0.8677615816265367,0.9079044697214956
1.2,0.0008142546358644981,0.4356402906115946,0.8037595172633114,0.7174824398410463,0.7261991462006757,0.6950845615665224
1.3,0.0,0.11488123648646288,0.2661006071399368,0.20489995230704378,0.23139888562589594,0.2654351910542371
1.4,0.0,0.04900608869503108,0.05688960566063539,0.0589712633251147,0.06375536613057325,0.050430654543841866
1.5,0.0004060913705583756,0.008718721774559339,0.011234289520003804,0.011585187208247395,0.01530104896312293,0.009433079757623914
1.6,0.0008163477808147859,0.007732711732711735,0.009805454073764444,0.0014285714285714286,0.002442795299938157,0.005277178707200462
1.7000000000000002,0.00041025641025641023,0.0028406514120799834,0.0014233916917020615,0.0,0.0,0.0026573652120327955
1.8,0.0004040404040404041,0.0004040404040404041,0.0004081632653061224,0.0,0.0,0.0004081632653061224
1.9,0.0004040404040404041,0.0004081632653061224,0.0,0.0,0.0004081632653061224,0.0004081632653061224
2.0,0.0004040404040404041,0.0004081632653061224,0.0,0.0,0.0004081632653061224,0.0004020100502512563
