b,theta_0.0,theta_0.2,theta_0.4,theta_0.6,theta_0.8,theta_1.0
1.0,0.9586,0.9525999999999999,1.0,1.0,0.9922,0.9716
1.1,0.9153999999999999,0.9990000000000001,1.0,0.9598,0.9588,1.0
1.2,0.9312,0.9986,0.9996,0.9598,0.9612,0.9728
1.3,0.9682000000000001,0.9980000000000001,0.9208,0.8946,0.9502000000000002,0.9882
1.4,0.8858000000000001,0.99,0.8828,0.9674,0.8880000000000001,0.9634
1.5,0.7374,0.8652,0.862,0.8662000000000001,0.9031999999999999,0.9743999999999999
1.6,0.6262,0.7796000000000001,0.7824000000000001,0.7756000000000001,0.8142,0.8802000000000001
1.7000000000000002,0.5613999999999999,0.72,0.6534,0.7082,0.8205999999999999,0.806
1.8,0.5632,0.65,0.5198,0.6859999999999999,0.759,0.7219999999999999
1.9,0.5378000000000001,0.5114,0.6028,0.7066000000000001,0.6327999999999999,0.604
2.0,0.5314,0.40519999999999995,0.37439999999999996,0.45919999999999994,0.3652,0.42579999999999996
