b,theta_0.0,theta_0.2,theta_0.4,theta_0.6,theta_0.8,theta_1.0
1.0,0.9586,0.9525999999999999,1.0,1.0,0.9922,0.9898
1.1,0.9512,0.9964,1.0,0.9598,0.9588,1.0
1.2,0.9786,0.9958,0.9996,0.9598,0.9818000000000001,0.9788
1.3,0.9510000000000001,0.9896,0.9648,0.9034,0.9494,0.9782
1.4,0.8851999999999998,0.9457999999999999,0.9225999999999999,0.9674,0.9009999999999999,0.9412
1.5,0.7658,0.8383999999999999,0.845,0.8819999999999999,0.9009999999999999,0.9592
1.6,0.5686,0.7770000000000001,0.8201999999999998,0.7682000000000001,0.794,0.8416
1.7000000000000002,0.5147999999999999,0.7268000000000001,0.6560000000000001,0.7028,0.8061999999999999,0.8062
1.8,0.4612,0.6951999999999999,0.5414,0.6812,0.7202,0.763
1.9,0.47900000000000004,0.5166,0.6215999999999999,0.6846,0.6798000000000001,0.5710000000000001
2.0,0.5037999999999999,0.4232,0.34759999999999996,0.4427999999999999,0.45819999999999994,0.45080000000000003
