Corr,Theta,L,b,C_mean,C_std,V_mean,V_std
max,0.6,4,1.2,1.0,0.0,0.0,0.0
max,0.6,4,1.3,0.9742715333333334,0.12783618956862985,0.0,0.0
max,0.6,4,1.4,0.8296387333333334,0.324018918463715,0.0,0.0
max,0.6,4,1.5,0.2807152666666667,0.3549489253753998,0.0,0.0
max,0.6,4,1.6,0.010894333333333332,0.09973859523273826,0.0,0.0
max,0.6,4,1.7,0.00010000000000000006,0.0005196152422706636,0.0,0.0
max,0.6,4,1.8,4.020000000000003e-05,0.0002814035536378318,0.0,0.0
max,0.6,4,1.9,0.0,0.0,0.0,0.0
max,0.6,4,2.0,0.0,0.0,0.0,0.0
nulle,0.2,1,1.0,1.0,0.0,0.98756,0.09925908724142089
nulle,0.2,1,1.1,1.0,0.0,0.9375800000000001,0.23687925953953845
nulle,0.2,1,1.2,1.0,0.0,0.8877000000000002,0.31208285758753235
nulle,0.2,1,1.3,0.9870722000000001,0.09135747997134969,0.5686399999999999,0.49389512085057086
nulle,0.2,1,1.4,0.8138694,0.33347459619666525,0.25936000000000003,0.43755483130688894
nulle,0.2,1,1.5,0.38931366666666667,0.4148539179897479,0.09971999999999999,0.2991601604492149
nulle,0.2,1,1.6,0.07337306666666667,0.2559365954952645,0.059879999999999996,0.23701186805727686
nulle,0.2,1,1.7,0.020019999999999996,0.1399972842593741,0.01996,0.13972
nulle,0.2,1,1.8,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
nulle,0.2,1,1.9,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
nulle,0.2,1,2.0,8.000000000000005e-05,0.0006273754856543254,0.0,0.0
nulle,0.2,4,1.0,1.0,0.0,0.97724,0.13961397637772516
nulle,0.2,4,1.1,1.0,0.0,0.9375800000000001,0.23687841522603953
nulle,0.2,4,1.2,1.0,0.0,0.75802,0.42597187653646806
nulle,0.2,4,1.3,0.9927678,0.07195948142642505,0.5087600000000001,0.4986851335261559
nulle,0.2,4,1.4,0.8668732,0.28747580905063214,0.22936000000000004,0.4196618524478965
nulle,0.2,4,1.5,0.3377601333333334,0.3974440776830315,0.0898,0.2855458632164018
nulle,0.2,4,1.6,0.051154133333333324,0.21795203008466488,0.03992,0.19556726106380892
nulle,0.2,4,1.7,0.0,0.0,0.0,0.0
nulle,0.2,4,1.8,8.000000000000005e-05,0.00048332183894378325,0.0,0.0
nulle,0.2,4,1.9,4.0000000000000024e-05,0.0002800000000000002,0.0,0.0
nulle,0.2,4,2.0,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
nulle,0.4,1,1.0,1.0,0.0,0.0,0.0
nulle,0.4,1,1.1,1.0,0.0,0.0,0.0
nulle,0.4,1,1.2,1.0,0.0,0.0,0.0
nulle,0.4,1,1.3,0.9829569333333333,0.10034412533065074,0.0,0.0
nulle,0.4,1,1.4,0.7923252000000001,0.3368950246531865,0.0,0.0
nulle,0.4,1,1.5,0.3248548666666666,0.3774192572238818,0.0,0.0
nulle,0.4,1,1.6,0.0019171333333333324,0.011858282440930847,0.0,0.0
nulle,0.4,1,1.7,0.0,0.0,0.0,0.0
nulle,0.4,1,1.8,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
nulle,0.4,1,1.9,0.0,0.0,0.0,0.0
nulle,0.4,1,2.0,0.00012000000000000008,0.0008400000000000005,0.0,0.0
nulle,0.4,4,1.0,1.0,0.0,0.0,0.0
nulle,0.4,4,1.1,1.0,0.0,0.0,0.0
nulle,0.4,4,1.2,0.9963620666666667,0.03619697963698076,0.0,0.0
nulle,0.4,4,1.3,0.9932673333333334,0.05724799824156881,0.0,0.0
nulle,0.4,4,1.4,0.8515280666666666,0.30228359311127395,0.0,0.0
nulle,0.4,4,1.5,0.32997706666666665,0.38453402054298275,0.0,0.0
nulle,0.4,4,1.6,0.0019895999999999985,0.013500030199801605,0.0,0.0
nulle,0.4,4,1.7,8.013333333333337e-05,0.0003925732543105811,0.0,0.0
nulle,0.4,4,1.8,4.006666666666669e-05,0.0002804670628315087,0.0,0.0
nulle,0.4,4,1.9,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
nulle,0.4,4,2.0,8.000000000000005e-05,0.00048332183894378325,0.0,0.0
nulle,0.6,1,1.0,1.0,0.0,0.0,0.0
nulle,0.6,1,1.1,1.0,0.0,0.0,0.0
nulle,0.6,1,1.2,1.0,0.0,0.0,0.0
nulle,0.6,1,1.3,0.9939920000000001,0.05977884522136571,0.0,0.0
nulle,0.6,1,1.4,0.7535792666666665,0.3513618426584638,0.0,0.0
nulle,0.6,1,1.5,0.3893514,0.4134601779597213,0.0,0.0
nulle,0.6,1,1.6,0.010343266666666663,0.09706772403954762,0.0,0.0
nulle,0.6,1,1.7,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
nulle,0.6,1,1.8,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
nulle,0.6,1,1.9,6.0000000000000035e-05,0.0004431703961232071,0.0,0.0
nulle,0.6,1,2.0,0.0,0.0,0.0,0.0
nulle,0.6,4,1.0,1.0,0.0,0.0,0.0
nulle,0.6,4,1.1,1.0,0.0,0.0,0.0
nulle,0.6,4,1.2,1.0,0.0,0.0,0.0
nulle,0.6,4,1.3,0.9819975333333333,0.10443303899375478,0.0,0.0
nulle,0.6,4,1.4,0.8202567999999999,0.3243542734240242,0.0,0.0
nulle,0.6,4,1.5,0.3605416,0.39525180638858565,0.0,0.0
nulle,0.6,4,1.6,0.0109208,0.09963511123775595,0.0,0.0
nulle,0.6,4,1.7,4.0000000000000024e-05,0.0002800000000000002,0.0,0.0
nulle,0.6,4,1.8,8.006666666666672e-05,0.00039224538238199846,0.0,0.0
nulle,0.6,4,1.9,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
nulle,0.6,4,2.0,2.0000000000000012e-05,0.0001989974874213241,0.0,0.0
