Corr,Theta,L,b,C_mean,C_std,V_mean,V_std
nulle,0.2,1,1.2,0.35675166666666674,0.23927325888638518,0.11975999999999999,0.3243116131130675
nulle,0.2,1,1.3,0.14608800000000005,0.024163514277153963,0.0,0.0
nulle,0.2,1,1.4,0.07282379999999997,0.03726172623489744,0.0,0.0
nulle,0.2,1,1.5,0.004621933333333329,0.015368122195563692,0.0,0.0
nulle,0.2,1,1.6,0.0,0.0,0.0,0.0
nulle,0.2,1,1.7,0.0,0.0,0.0,0.0
nulle,0.2,1,1.8,6.000000000000004e-05,0.0005969924622639724,0.0,0.0
nulle,0.2,1,1.9,0.00012000000000000008,0.0008400000000000005,0.0,0.0
nulle,0.2,1,2.0,0.00018000000000000012,0.0010235233265539197,0.0,0.0
nulle,0.2,4,1.0,1.0,0.0,0.9978000000000001,0.0006633249580710804
nulle,0.2,4,1.1,0.9999047333333334,0.0009478913650835528,0.9677199999999999,0.17019072125118923
nulle,0.2,4,1.2,0.43078206666666674,0.31245729063053296,0.22948000000000002,0.4198811850988325
nulle,0.2,4,1.3,0.14480266666666666,0.025586213075708488,0.0,0.0
nulle,0.2,4,1.4,0.0737833333333333,0.03285345808282592,0.0,0.0
nulle,0.2,4,1.5,0.003761999999999997,0.013162646559276906,0.0,0.0
nulle,0.2,4,1.6,0.0,0.0,0.0,0.0
nulle,0.2,4,1.7,0.0,0.0,0.0,0.0
nulle,0.2,4,1.8,0.0,0.0,0.0,0.0
nulle,0.2,4,1.9,0.0,0.0,0.0,0.0
nulle,0.2,4,2.0,0.00026000000000000014,0.001285457117137714,0.0,0.0
nulle,0.4,1,1.0,1.0,0.0,0.0,0.0
nulle,0.4,1,1.1,1.0,0.0,0.0,0.0
nulle,0.4,1,1.2,0.2667042666666667,0.03231947967842988,0.0,0.0
nulle,0.4,1,1.3,0.14637086666666665,0.022091435538184892,0.0,0.0
nulle,0.4,1,1.4,0.0783283333333333,0.033468731295876096,0.0,0.0
nulle,0.4,1,1.5,0.003114399999999996,0.012942926089223828,0.0,0.0
nulle,0.4,1,1.6,0.0,0.0,0.0,0.0
nulle,0.4,1,1.7,0.0,0.0,0.0,0.0
nulle,0.4,1,1.8,0.0,0.0,0.0,0.0
nulle,0.4,1,1.9,0.0,0.0,0.0,0.0
nulle,0.4,1,2.0,0.00024000000000000017,0.0011757550765359262,0.0,0.0
nulle,0.4,4,1.0,1.0,0.0,0.0,0.0
nulle,0.4,4,1.1,1.0,0.0,0.0,0.0
nulle,0.4,4,1.2,0.26335086666666674,0.032814716152022035,0.0,0.0
nulle,0.4,4,1.3,0.1435194666666667,0.023424663786132203,0.0,0.0
nulle,0.4,4,1.4,0.06815086666666664,0.03896665291878855,0.0,0.0
nulle,0.4,4,1.5,0.0053027999999999955,0.01683982135508304,0.0,0.0
nulle,0.4,4,1.6,0.0,0.0,0.0,0.0
nulle,0.4,4,1.7,0.0,0.0,0.0,0.0
nulle,0.4,4,1.8,0.0,0.0,0.0,0.0
nulle,0.4,4,1.9,0.0,0.0,0.0,0.0
nulle,0.4,4,2.0,0.00018000000000000012,0.00102352332655392,0.0,0.0
nulle,0.6,1,1.0,1.0,0.0,0.0,0.0
nulle,0.6,1,1.1,1.0,0.0,0.0,0.0
nulle,0.6,1,1.2,0.26989533333333343,0.03407585064072335,0.0,0.0
nulle,0.6,1,1.3,0.1450838666666667,0.021024751681556462,0.0,0.0
nulle,0.6,1,1.4,0.07846199999999999,0.030033168634398567,0.0,0.0
nulle,0.6,1,1.5,0.0030582666666666646,0.012620596943796978,0.0,0.0
nulle,0.6,1,1.6,0.0,0.0,0.0,0.0
nulle,0.6,1,1.7,0.0,0.0,0.0,0.0
nulle,0.6,1,1.8,0.0,0.0,0.0,0.0
nulle,0.6,1,1.9,6.000000000000004e-05,0.0005969924622639724,0.0,0.0
nulle,0.6,1,2.0,0.00036000000000000024,0.0014249210504445513,0.0,0.0
nulle,0.6,4,1.0,1.0,0.0,0.0,0.0
nulle,0.6,4,1.1,1.0,0.0,0.0,0.0
nulle,0.6,4,1.2,0.2640617333333333,0.03230793652229878,0.0,0.0
nulle,0.6,4,1.3,0.14657033333333333,0.022421075608552856,0.0,0.0
nulle,0.6,4,1.4,0.06514713333333332,0.0386662638743963,0.0,0.0
nulle,0.6,4,1.5,0.004131399999999996,0.014806112710483979,0.0,0.0
nulle,0.6,4,1.6,0.0,0.0,0.0,0.0
nulle,0.6,4,1.7,0.0,0.0,0.0,0.0
nulle,0.6,4,1.8,0.0,0.0,0.0,0.0
nulle,0.6,4,1.9,0.00024013333333333352,0.0011764084626995478,0.0,0.0
nulle,0.6,4,2.0,0.00012000000000000008,0.0008400000000000008,0.0,0.0
