Corr,Theta,L,b,C_mean,C_std,V_mean,V_std
nulle,0.2,1,1.3,0.9728679333333325,0.004272637561142861,0.9442200000000001,0.004782426162524616
nulle,0.2,1,1.4,0.8371621333333336,0.24160192414774634,0.7171,0.4029983995005439
nulle,0.2,1,1.5,0.3463880666666666,0.2689384520539057,0.14296,0.33752481153242647
nulle,0.2,1,1.6,0.0750349333333333,0.041220950122426304,0.0007800000000000001,0.004194234137479689
nulle,0.2,1,1.7,0.04305459999999996,0.020359129400618087,0.0007800000000000001,0.0019574473172987313
nulle,0.2,1,1.8,0.03432073333333328,0.015882205581369636,0.001,0.002144761058952722
nulle,0.2,1,1.9,0.028324999999999944,0.014631772684431941,0.00086,0.0025807750773750126
nulle,0.2,1,2.0,0.031956733333333286,0.012502737282335861,0.0011600000000000002,0.002369472515139182
nulle,0.2,4,1.0,0.9730597999999995,0.005063440328472354,0.90086,0.2064692238567288
nulle,0.2,4,1.1,0.9732520666666662,0.004538576643740946,0.7499399999999998,0.38410055506338436
nulle,0.2,4,1.2,0.9731089999999994,0.006807064263607963,0.5025,0.473217444733391
nulle,0.2,4,1.3,0.7064868666666665,0.13883493822987555,0.1898,0.37960342464208613
nulle,0.2,4,1.4,0.41589180000000003,0.08603333821957888,0.01894,0.13258067883368224
nulle,0.2,4,1.5,0.23902180000000006,0.05760798103546266,0.0,0.0
nulle,0.2,4,1.6,0.08412026666666664,0.04316890897568659,0.0,0.0
nulle,0.2,4,1.7,0.04164993333333328,0.017213258442775384,0.0,0.0
nulle,0.2,4,1.8,0.03649599999999995,0.016294897660856237,0.0,0.0
nulle,0.2,4,1.9,0.029930466666666614,0.015332883537025891,4e-05,0.000397994974842648
nulle,0.2,4,2.0,0.03302819999999995,0.013405455700489175,2e-05,0.000198997487421324
nulle,0.4,1,1.0,0.9742396666666671,0.004835000758359056,0.0013,0.00273313007374329
nulle,0.4,1,1.1,0.9753083333333333,0.004083062725727574,0.0004,0.0013266499161421598
nulle,0.4,1,1.2,0.9730694666666666,0.008224285726770371,0.00018,0.0009421252570651106
nulle,0.4,1,1.3,0.6477521999999997,0.03710851183644433,0.0,0.0
nulle,0.4,1,1.4,0.40265366666666685,0.03239774319129174,0.0,0.0
nulle,0.4,1,1.5,0.23303586666666676,0.06655505273267309,0.0,0.0
nulle,0.4,1,1.6,0.07774719999999997,0.04729746781739781,0.0,0.0
nulle,0.4,1,1.7,0.04094319999999995,0.020853134408258384,0.0,0.0
nulle,0.4,1,1.8,0.031935399999999954,0.014991895460770349,0.0,0.0
nulle,0.4,1,1.9,0.03067139999999995,0.014273637247114763,2e-05,0.000198997487421324
nulle,0.4,1,2.0,0.03156779999999995,0.01316659314933062,0.0,0.0
nulle,0.4,4,1.0,0.9733196666666664,0.0050616287563064275,0.0,0.0
nulle,0.4,4,1.1,0.9747929333333328,0.004474815136591615,0.0,0.0
nulle,0.4,4,1.2,0.9739937333333331,0.004478877222400226,0.0,0.0
nulle,0.4,4,1.3,0.6408433999999997,0.043822165091752865,0.0,0.0
nulle,0.4,4,1.4,0.4021874000000001,0.03336134408290197,0.0,0.0
nulle,0.4,4,1.5,0.22712846666666672,0.056335217079786525,0.0,0.0
nulle,0.4,4,1.6,0.07406559999999997,0.03874047991121318,0.0,0.0
nulle,0.4,4,1.7,0.03987213333333328,0.017988434763110073,0.0,0.0
nulle,0.4,4,1.8,0.03353386666666662,0.01325060990395034,0.0,0.0
nulle,0.4,4,1.9,0.028683333333333283,0.012931093500207597,0.0,0.0
nulle,0.4,4,2.0,0.03242053333333328,0.012456919315250725,0.0,0.0
nulle,0.6,1,1.0,0.9737396666666673,0.005024629240053595,0.0,0.0
nulle,0.6,1,1.1,0.9750896666666669,0.004051852182781965,0.0,0.0
nulle,0.6,1,1.2,0.9736366666666663,0.006458700970181684,0.0,0.0
nulle,0.6,1,1.3,0.6457727333333331,0.03969651482149659,0.0,0.0
nulle,0.6,1,1.4,0.4021976,0.0509312385565742,0.0,0.0
nulle,0.6,1,1.5,0.22769780000000003,0.0720113138892,0.0,0.0
nulle,0.6,1,1.6,0.07650226666666664,0.04306180132703336,0.0,0.0
nulle,0.6,1,1.7,0.04255573333333328,0.020664544547391105,0.0,0.0
nulle,0.6,1,1.8,0.032203933333333275,0.013311767161926068,0.0,0.0
nulle,0.6,1,1.9,0.029455533333333284,0.013317984934499486,0.0,0.0
nulle,0.6,1,2.0,0.031251733333333274,0.012685353132911466,0.0,0.0
nulle,0.6,4,1.0,0.9733998666666662,0.005340447087401591,0.0,0.0
nulle,0.6,4,1.1,0.9751405999999999,0.004715398613526408,0.0,0.0
nulle,0.6,4,1.2,0.9736764666666662,0.0060524015035357225,0.0,0.0
nulle,0.6,4,1.3,0.6482203333333331,0.040305124905731744,0.0,0.0
nulle,0.6,4,1.4,0.40229233333333353,0.033927822360285964,0.0,0.0
nulle,0.6,4,1.5,0.23876700000000003,0.057676815888188585,0.0,0.0
nulle,0.6,4,1.6,0.08190713333333331,0.04425530889689962,0.0,0.0
nulle,0.6,4,1.7,0.042636666666666614,0.018881570214835896,0.0,0.0
nulle,0.6,4,1.8,0.03493233333333329,0.013682650730030348,0.0,0.0
nulle,0.6,4,1.9,0.02853413333333328,0.013267727002182565,0.0,0.0
nulle,0.6,4,2.0,0.029150333333333278,0.011858930226251906,0.0,0.0
